year,month,Luxury,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,sqft_above,basement,yr_built,yr_renovated,lat,long
2014,7,1,2,1.0,1240,27637,1.0,-1,0,B,1240,0,1962,0,47.597,-122.059
2014,5,0,3,2.5,1770,2875,2.0,0,0,B,1770,0,1990,0,47.5631,-122.397
2014,10,0,4,2.5,2420,9147,2.0,0,0,B,2420,0,1998,0,47.3221,-122.322
2014,7,0,3,1.0,1590,11200,1.0,0,0,C,1590,0,1961,0,47.2894,-122.188
2014,12,0,2,1.0,1450,3090,2.0,0,0,B,1450,0,1919,1987,47.6853,-122.356
2014,6,1,3,2.5,2200,20000,1.0,0,1,B,1400,1,1952,0,47.5809,-122.191
2014,5,1,3,2.0,2720,27637,1.5,0,0,B,2720,0,1988,0,47.7092,-121.892
2014,9,1,2,2.0,1510,5133,1.5,0,0,B,1510,0,1939,0,47.6415,-122.401
2014,11,1,5,4.0,2980,4500,1.5,0,0,B,2070,1,1921,0,47.6736,-122.323
2014,11,0,3,2.5,1940,14952,2.0,0,0,B,1940,0,1994,0,47.3777,-122.165
2014,5,1,4,2.5,3030,12590,1.5,0,0,C,3030,0,1988,0,47.5806,-122.193
2014,11,1,4,5.5,6010,10369,2.0,0,0,B,5310,0,2005,0,47.5285,-122.135
2014,11,1,4,2.5,4760,8036,2.5,0,0,A,3390,1,1916,0,47.6415,-122.285
2014,6,1,3,2.0,1570,7000,2.0,0,1,C,1050,1,1971,0,47.6061,-122.286
2014,9,1,5,3.0,2200,6380,1.0,0,0,B,1440,1,1987,0,47.7033,-122.322
2014,11,0,4,3.0,2910,7712,1.0,0,0,B,1600,1,1998,0,47.2842,-122.198
2014,11,0,3,2.0,1670,4438,1.0,0,0,B,1670,0,2014,0,47.1948,-121.974
2014,7,0,3,1.0,890,7110,1.0,0,0,B,890,0,1957,0,47.4971,-122.261
2014,10,1,3,2.0,1590,2500,1.5,0,0,C,1190,1,1908,0,47.6668,-122.299
2014,10,1,3,3.0,3160,9072,2.0,0,0,B,3160,0,2005,0,47.5147,-122.177
2014,10,1,5,2.5,2820,14062,2.0,0,0,C,2380,1,1960,0,47.7081,-122.215
2014,9,0,2,1.0,840,7870,1.0,0,0,B,840,0,1949,0,47.7389,-122.326
2014,6,0,3,0.0,1260,8092,1.0,0,0,B,1260,0,1986,0,47.3635,-122.054
2014,7,0,4,2.0,2100,13468,1.0,0,0,A,1050,1,1962,0,47.7139,-122.292
2014,5,1,3,2.5,2970,11985,1.0,0,0,B,1770,1,1995,0,47.6359,-122.052
2014,10,0,2,2.0,860,5535,1.0,0,0,B,860,0,1948,0,47.6901,-122.331
2014,12,0,3,2.0,1350,7686,1.0,0,0,B,1350,0,1987,0,47.3617,-122.052
2014,5,0,3,2.0,1650,12940,1.0,0,0,C,1650,0,1961,0,47.7629,-122.268
2014,6,1,4,2.0,3140,10437,1.0,0,0,C,2040,1,1959,0,47.5786,-122.229
2014,5,0,4,2.5,2860,3345,2.0,0,0,B,2190,1,2004,0,47.7735,-122.158
2014,12,1,3,2.5,2130,27637,2.0,0,0,B,2130,0,1986,0,47.7754,-122.032
2014,9,0,4,2.0,1830,11090,1.0,0,0,B,1060,1,1962,0,47.7333,-122.246
2014,7,1,5,2.5,2780,12335,1.0,0,0,C,1590,1,1968,0,47.5681,-122.128
2014,5,0,3,2.0,1370,5858,1.0,0,0,B,1370,0,1987,0,47.3815,-122.313
2014,10,1,4,3.0,2550,3784,1.5,0,0,C,1750,1,1900,0,47.6559,-122.338
2014,9,0,2,1.0,670,4640,1.0,0,0,B,670,0,1943,0,47.53,-122.351
2014,8,1,3,2.0,2130,4000,2.0,0,0,B,2130,0,1908,0,47.6741,-122.323
2014,7,1,2,1.0,1420,5332,1.0,0,0,B,1070,1,1953,0,47.6694,-122.275
2014,5,1,4,2.0,1550,4815,1.5,0,0,B,1550,0,1909,0,47.667,-122.336
2014,12,0,3,2.5,2580,27637,1.5,0,0,B,2580,0,1946,1986,47.6465,-122.024
2014,9,0,3,2.5,2420,9592,2.0,0,0,B,1780,1,1993,0,47.5093,-122.153
2014,10,1,2,2.5,2680,7625,1.0,0,0,B,2680,0,2002,0,47.7094,-122.024
2014,12,0,4,2.5,2010,7280,2.0,0,0,C,2010,0,1988,0,47.3585,-122.286
2014,8,0,3,1.0,1290,5440,1.0,0,0,C,790,1,1929,0,47.6951,-122.367
2014,10,0,3,2.5,1620,7150,1.0,0,1,C,1280,1,1950,0,47.5048,-122.241
2014,5,1,4,2.5,2060,7475,1.0,0,0,B,1440,1,1985,0,47.7272,-122.105
2014,6,0,3,2.0,1520,8625,1.0,0,0,B,1520,0,1976,0,47.7687,-122.223
2014,5,1,7,4.5,4140,9066,1.0,0,0,B,2070,1,1978,0,47.7302,-122.291
2014,11,0,3,2.0,1560,9247,1.0,0,0,B,1160,1,1989,0,47.6954,-122.174
2014,11,0,3,2.0,1760,11371,1.0,0,0,A,1760,0,1959,0,47.7616,-122.273
2014,7,1,5,2.5,2990,7500,1.0,0,1,B,1800,1,1972,0,47.7707,-122.369
2014,9,1,2,0.0,1160,954,2.0,0,0,B,960,1,2014,0,47.6647,-122.284
2014,7,1,4,2.5,2110,12653,2.0,0,0,C,2110,0,1972,0,47.536,-122.225
2014,5,1,3,3.0,3010,1842,2.0,0,0,B,3010,0,2011,0,47.5836,-121.994
2014,11,0,2,1.5,1010,3060,1.0,0,0,C,1010,0,1918,0,47.6897,-122.354
2014,7,1,2,2.0,1990,4000,1.0,0,0,A,1090,1,1952,0,47.6889,-122.342
2014,7,0,5,3.5,3130,12087,2.0,0,0,B,2180,1,1975,0,47.5336,-122.052
2014,9,0,4,1.0,1010,6000,1.0,-1,0,B,750,1,1925,0,47.5518,-122.383
2014,7,1,3,2.5,3200,18750,1.0,0,0,?,2660,1,1967,1996,47.5717,-122.12
2014,10,0,2,1.0,700,4000,1.0,0,0,B,700,0,1943,0,47.5487,-122.391
2014,6,0,3,2.5,1800,27637,1.0,0,0,C,1800,0,1976,0,47.7757,-122.132
2014,7,0,2,1.0,1290,6272,1.0,0,0,C,890,1,1922,0,47.6777,-122.305
2014,8,1,3,2.0,1650,3200,1.5,0,0,B,1650,0,1901,0,47.6209,-122.317
2014,10,1,3,2.5,1790,3962,2.0,0,0,B,1790,0,1992,0,47.6894,-122.391
2014,12,1,3,2.5,1850,1499,2.5,0,0,B,1790,1,2005,0,47.6475,-122.396
2014,6,1,3,4.5,2820,7200,2.0,0,0,C,2460,1,1930,0,47.6298,-122.29
2014,9,1,2,1.5,1210,5000,1.5,0,0,A,1210,0,1907,0,47.6793,-122.397
2014,12,0,3,1.0,1920,6710,1.0,0,0,B,1320,1,1959,0,47.5346,-122.286
2014,8,1,4,0.0,4170,4322,2.0,0,0,B,2940,1,2005,0,47.6136,-122.041
2014,6,1,4,2.5,3360,11548,2.0,0,0,B,3360,0,1988,0,47.6534,-122.182
2014,11,0,3,2.0,1390,6005,2.0,0,0,B,1390,0,2005,0,47.2117,-121.99
2014,10,1,4,2.5,1900,9775,1.0,0,0,A,1900,0,1967,0,47.6856,-122.168
2014,9,0,3,2.5,1800,9597,1.0,0,1,B,1200,1,1963,0,47.4516,-122.267
2014,8,1,4,2.5,2390,8858,1.0,0,0,C,1740,1,1979,0,47.6925,-122.184
2014,12,0,3,3.5,1370,1227,3.0,0,0,B,1370,0,2007,0,47.6964,-122.341
2014,7,1,4,2.0,2520,21834,1.0,1,1,B,1420,1,1960,0,47.4996,-122.378
2014,11,0,4,2.5,2830,7350,1.0,0,0,B,1690,1,1982,0,47.3088,-122.341
2014,6,0,4,2.0,1580,9581,1.0,0,0,B,1580,0,1953,0,47.692,-122.165
2014,6,1,4,2.5,2700,5100,1.0,0,0,C,1440,1,1968,0,47.5331,-122.384
2014,8,0,3,2.5,1330,1200,3.0,0,0,B,1330,0,2002,0,47.7034,-122.344
2014,8,1,4,2.5,3190,27637,2.0,0,0,B,3190,0,1997,0,47.3425,-122.03
2014,10,1,4,2.5,2980,27637,2.0,0,0,B,2980,0,2001,0,47.4575,-121.707
2014,8,0,3,1.0,880,7500,1.0,0,0,B,880,0,1978,0,47.3837,-122.307
2014,11,0,3,1.0,1660,21514,1.0,0,0,C,1660,0,1973,0,47.2159,-121.964
2014,7,1,4,2.5,2170,7275,1.0,0,0,B,1820,1,1978,0,47.5672,-122.09
2014,10,1,5,2.5,2810,6000,2.5,0,0,B,2810,0,1907,0,47.6367,-122.35
2014,12,0,4,2.5,2650,9301,2.0,0,0,B,2650,0,2001,0,47.3477,-122.271
2014,12,0,2,1.0,870,3121,1.0,0,0,C,870,0,1923,0,47.6659,-122.369
2014,11,0,3,2.5,1650,10336,1.0,0,0,B,1500,1,1962,0,47.7757,-122.35
2014,5,1,4,3.5,3200,7081,2.0,0,0,B,3200,0,2004,0,47.5886,-121.989
2014,9,0,3,0.0,1410,2500,2.0,0,0,B,1410,0,2006,0,47.5132,-122.358
2014,5,1,4,1.0,1660,4690,1.5,0,0,B,1260,1,1945,0,47.6829,-122.378
2014,10,0,4,2.0,1720,7455,1.0,0,0,C,1020,1,1963,0,47.4669,-122.182
2014,12,0,2,1.0,810,5100,1.0,0,0,B,810,0,1955,0,47.7317,-122.343
2014,12,0,3,2.0,1880,27637,1.0,-1,0,B,1880,0,1988,0,47.3515,-122.291
2014,7,0,3,2.5,1960,1585,2.0,0,0,B,1750,1,2003,0,47.5414,-122.288
2014,7,0,3,1.0,1300,7975,1.0,0,0,C,1300,0,1958,0,47.611,-122.122
2014,12,0,3,3.5,1480,983,2.0,0,0,B,1180,1,2013,0,47.5555,-122.363
2014,7,1,3,1.0,1640,4000,1.5,0,0,A,1640,0,1909,0,47.6563,-122.351
2014,8,1,3,2.0,1620,1325,2.5,0,0,B,1430,1,2005,0,47.6498,-122.321
2014,8,0,3,2.0,1530,6300,1.0,0,0,B,1530,0,1942,2004,47.516,-122.375
2014,8,0,3,2.5,1820,4200,2.0,0,0,B,1820,0,2014,0,47.3693,-122.017
2014,10,0,2,2.0,2510,19141,2.0,0,0,B,2510,0,1977,0,47.3103,-122.199
2014,8,0,4,2.0,1700,8043,1.0,0,0,B,850,1,1954,0,47.4758,-122.288
2014,7,0,4,2.5,1450,3600,1.5,0,0,B,1250,1,1902,0,47.5985,-122.298
2014,5,1,4,1.0,1660,27637,1.0,0,0,D,930,1,1933,0,47.6621,-122.132
2014,12,1,4,3.5,4140,27637,2.0,0,0,B,4140,0,2007,0,47.7647,-122.213
2014,12,1,4,2.5,2910,15016,2.0,0,0,B,2910,0,1990,0,47.69,-122.097
2014,8,1,2,2.0,1600,27637,1.0,0,0,B,1600,0,1950,0,47.7344,-122.143
2014,10,0,3,2.5,1740,3721,2.0,0,0,B,1740,0,2009,0,47.3363,-122.213
2014,11,0,4,2.0,2200,3060,1.0,0,0,B,1100,1,1908,2000,47.565,-122.284
2014,5,0,2,1.0,1000,4776,1.0,0,0,C,1000,0,1942,0,47.5619,-122.315
2014,9,1,4,4.0,3610,12811,2.0,0,0,B,3610,0,2000,0,47.5812,-121.993
2014,9,0,3,2.5,1427,4337,2.0,0,0,B,1427,0,2009,0,47.3857,-122.162
2014,6,0,2,1.0,1020,8100,1.0,0,0,B,1020,0,1940,0,47.4971,-122.334
2014,11,0,4,3.0,2240,7035,2.0,0,0,B,2240,0,1942,1993,47.5124,-122.374
2014,10,0,4,1.0,1530,4875,2.0,0,0,B,1530,0,1977,0,47.3638,-122.091
2014,7,0,3,2.5,3160,13603,2.0,0,0,B,3160,0,2003,0,47.7443,-121.977
2014,12,0,3,2.0,1480,6360,1.0,0,0,B,1480,0,1954,0,47.7311,-122.353
2014,9,0,3,1.0,1570,9136,1.0,0,0,B,1570,0,1953,0,47.7688,-122.337
2014,7,1,4,3.0,2310,4020,3.0,0,0,A,2310,0,1979,0,47.6154,-122.291
2014,7,1,4,2.5,2480,12688,1.0,0,0,C,1820,1,1967,0,47.6344,-122.205
2014,6,1,2,1.0,1570,8210,1.0,0,0,C,1150,1,1952,0,47.7221,-122.371
2014,12,1,4,2.0,3410,15143,2.0,0,0,C,3410,0,1972,1987,47.6709,-122.052
2014,8,0,3,1.5,1060,9225,1.0,0,0,C,1060,0,1955,0,47.3217,-122.318
2014,11,1,3,1.0,1510,4178,2.0,0,0,B,1510,0,1902,1979,47.6849,-122.335
2014,8,0,4,3.0,1790,27637,1.0,0,0,B,1220,1,1987,0,47.5302,-121.746
2014,6,1,4,3.5,3770,27637,2.0,0,0,B,2830,1,1989,0,47.6463,-122.151
2014,12,0,6,1.5,1810,4838,1.5,0,0,C,1050,1,1905,0,47.4874,-122.202
2014,6,1,5,2.5,3260,24300,1.5,0,1,C,2310,1,1950,0,47.7587,-122.274
2014,7,0,5,0.0,1798,11232,1.0,0,0,B,1798,0,1967,0,47.3266,-122.291
2014,10,0,3,2.5,1350,980,2.0,0,0,B,1050,1,2007,0,47.5998,-122.312
2014,10,0,3,2.0,1350,7216,1.0,0,0,B,1350,0,1964,0,47.7616,-122.365
2014,5,0,3,2.0,1330,6000,1.0,-1,0,C,630,1,1900,0,47.5255,-122.327
2014,7,0,3,1.0,1870,7671,1.0,0,0,C,1720,1,1937,0,47.7162,-122.36
2014,9,1,4,2.5,2970,27637,2.0,0,0,B,2970,0,1983,1998,47.4338,-122.146
2014,7,1,3,2.0,2380,17950,2.0,0,0,C,2110,1,1934,0,47.7591,-122.28
2014,8,1,4,2.0,1560,7104,1.5,0,0,B,1140,1,1945,0,47.6714,-122.28
2014,10,0,3,2.0,1660,8160,1.0,0,0,C,1660,0,1951,0,47.4608,-122.358
2014,6,0,3,1.0,1170,6700,1.0,0,0,B,1170,0,1957,0,47.7122,-122.29
2014,6,0,3,1.5,1660,15600,2.0,0,0,B,1660,0,1981,0,47.2589,-122.279
2014,12,0,3,2.0,1160,5200,1.0,0,0,C,1160,0,1977,0,47.3643,-122.09
2014,9,1,4,2.5,1890,7200,1.0,0,0,C,1500,1,1978,0,47.7278,-122.218
2014,6,0,4,2.0,2110,7208,1.0,0,0,B,1170,1,1975,0,47.4464,-122.129
2014,12,0,3,2.5,1900,8125,1.0,0,0,B,1540,1,1969,0,47.4564,-122.162
2014,10,1,4,4.5,4500,27637,2.0,0,1,B,2630,1,2009,0,47.559,-122.045
2014,5,1,2,1.0,1010,4320,1.0,-1,0,A,1010,0,1924,0,47.6846,-122.317
2014,7,1,3,2.5,2640,5964,2.0,0,0,B,2640,0,2003,0,47.7043,-122.128
2014,11,0,3,2.5,2280,27637,1.0,0,0,B,2280,0,1978,0,47.6522,-121.941
2014,8,0,3,1.0,1030,10480,1.0,-1,0,C,1030,0,1954,0,47.5742,-122.139
2014,10,1,4,3.0,2660,4500,1.5,0,0,A,1860,1,1909,0,47.6864,-122.347
2014,8,0,4,1.0,1470,6061,1.5,0,0,B,1470,0,1945,0,47.4819,-122.289
2014,6,0,3,2.5,1540,5338,1.0,0,0,A,770,1,1954,0,47.6942,-122.304
2014,11,0,3,1.0,1070,10563,1.0,0,0,B,1070,0,1969,0,47.7687,-122.166
2014,5,0,5,1.5,1900,10226,1.0,0,0,B,1130,1,1961,0,47.7226,-122.227
2014,8,1,3,2.0,2430,11448,1.0,0,1,A,1620,1,1949,0,47.6971,-122.391
2014,7,0,3,1.0,990,4440,1.0,0,0,B,990,0,1943,0,47.522,-122.354
2014,9,1,4,2.5,2980,9235,1.0,0,0,C,1690,1,1977,0,47.5513,-122.162
2014,10,1,4,3.5,4440,8125,2.0,0,1,A,3140,1,1922,0,47.5744,-122.283
2014,5,0,2,1.0,960,27637,1.0,0,0,C,960,0,1984,0,47.3356,-122.502
2014,7,0,3,1.5,1950,15954,1.0,0,0,C,1950,0,1959,0,47.336,-122.319
2014,11,1,3,3.0,2630,10156,1.0,0,0,C,2630,0,1987,0,47.5481,-122.156
2014,12,1,5,3.5,4050,27637,2.0,0,0,B,4050,0,1990,0,47.5465,-122.122
2014,5,1,4,2.5,2280,6660,1.5,0,1,B,1960,1,1940,1984,47.6503,-122.368
2014,11,0,3,2.5,3087,5002,2.0,0,0,B,3087,0,2014,0,47.2974,-122.349
2014,10,1,3,2.0,1250,4120,1.0,0,0,C,980,1,1925,0,47.685,-122.36
2014,8,1,4,2.5,1850,7850,2.0,0,0,B,1850,0,1985,0,47.6914,-122.103
2014,9,1,5,2.5,3040,9570,1.0,0,1,C,1640,1,1966,0,47.5651,-122.164
2014,10,1,4,2.5,2630,15000,2.0,0,0,A,2630,0,1962,0,47.5262,-122.028
2014,9,1,3,3.5,3230,7639,2.0,0,0,B,3230,0,1999,0,47.6338,-122.063
2014,10,0,2,1.0,760,27637,1.0,0,0,C,760,0,1931,0,47.4703,-122.076
2014,9,1,4,3.0,2440,3600,1.5,0,0,A,1480,1,1929,0,47.6853,-122.331
2014,6,0,2,1.0,1140,5100,1.0,0,0,B,1140,0,1942,0,47.5323,-122.383
2014,5,1,5,2.5,2910,9636,1.0,0,0,C,1690,1,1964,0,47.5803,-122.119
2014,9,1,4,2.5,2470,7539,2.0,0,0,B,2470,0,2006,0,47.7407,-122.226
2014,5,1,4,2.5,2840,4500,2.0,0,0,B,2840,0,2012,0,47.7678,-122.237
2014,5,0,4,3.0,1830,9548,2.0,0,0,B,1830,0,1991,0,47.7379,-122.224
2014,8,1,4,2.5,3370,27637,1.0,0,0,A,1770,1,1993,0,47.461,-122.002
2014,12,1,4,3.5,2600,2074,2.0,0,0,B,2150,1,2011,0,47.5402,-122.028
2014,10,1,4,2.5,3040,9690,1.0,0,0,C,1940,1,1978,0,47.5923,-122.169
2014,12,0,3,2.5,1020,1570,2.0,0,0,B,720,1,2004,0,47.5871,-122.317
2014,6,0,3,1.0,1070,7140,1.0,0,0,B,1070,0,1989,0,47.5427,-122.288
2014,5,0,3,2.5,1280,959,3.0,0,0,B,1280,0,2005,0,47.6914,-122.343
2014,5,0,2,1.0,1080,4000,1.0,0,0,B,1080,0,1940,0,47.6902,-122.387
2014,5,0,3,2.5,1445,1606,2.0,0,0,B,1300,1,2003,0,47.5348,-122.072
2014,8,0,1,1.0,780,1033,1.0,0,0,B,780,0,1922,1985,47.6155,-122.306
2014,12,1,3,2.0,1770,2150,3.0,0,0,B,1770,0,1999,0,47.6102,-122.314
2014,8,0,3,2.0,1580,6127,1.5,0,0,A,1580,0,1947,0,47.7192,-122.32
2014,7,0,3,1.0,1240,6195,1.0,0,0,B,1240,0,1948,0,47.7681,-122.266
2014,12,1,4,0.0,2660,27637,2.0,0,0,B,2660,0,1988,0,47.4969,-122.06
2014,7,0,4,2.0,1870,6551,1.0,0,1,B,1870,0,2009,0,47.1934,-121.977
2014,7,0,3,2.0,2220,17568,1.0,0,0,C,2220,0,1967,0,47.749,-122.083
2014,9,1,4,2.5,2160,9750,2.0,0,0,B,2160,0,1983,0,47.7438,-122.246
2014,6,1,4,4.5,2360,27637,2.0,0,0,C,2360,0,1939,1987,47.2843,-122.294
2014,7,0,3,1.0,840,9480,1.0,0,0,B,840,0,1960,0,47.3277,-122.341
2014,9,0,2,2.0,1560,27637,2.0,0,0,B,1560,0,1967,2000,47.5729,-121.676
2014,10,0,3,1.0,810,5240,1.0,0,0,B,810,0,1942,0,47.4734,-122.35
2014,9,1,5,3.5,3150,10542,1.0,0,0,A,1620,1,1974,0,47.7469,-122.217
2014,8,0,3,2.0,1850,8208,1.0,0,0,C,1180,1,1970,0,47.3109,-122.362
2014,8,1,3,2.0,1040,5097,1.0,0,0,C,800,1,1944,0,47.6385,-122.401
2014,8,0,4,0.0,1770,7000,1.0,0,0,A,1770,0,1972,0,47.7193,-122.218
2014,10,0,3,2.0,1680,8487,1.0,0,0,B,1680,0,1993,0,47.1959,-122.01
2014,8,1,4,2.5,2820,5934,1.0,0,1,A,1770,1,1952,0,47.5706,-122.403
2014,6,1,4,4.5,6010,27637,2.0,0,0,B,5310,0,1993,0,47.7283,-122.046
2014,12,0,3,2.5,1805,3402,2.0,0,0,B,1805,0,2009,0,47.3521,-122.212
2014,12,0,3,1.0,1010,7920,1.0,0,0,B,1010,0,1925,0,47.5249,-122.37
2014,8,0,2,1.0,800,5080,1.0,0,0,B,800,0,1938,0,47.6978,-122.314
2014,8,1,3,2.0,1530,3400,1.0,0,0,B,990,1,1907,2014,47.6204,-122.296
2014,11,0,2,2.5,1400,1262,2.0,0,0,B,1160,1,2008,0,47.5342,-122.349
2014,6,1,3,2.0,2260,9568,1.0,0,0,B,1780,1,1985,0,47.6457,-122.058
2014,8,1,3,2.5,2680,27637,2.0,0,0,B,2680,0,1993,0,47.7637,-122.05
2014,8,0,3,1.0,1020,18050,1.0,0,0,B,1020,0,1969,0,47.5254,-122.043
2014,11,1,4,3.0,4270,25807,2.0,0,0,B,4270,0,1996,0,47.5951,-122.206
2014,11,0,4,2.5,1810,4871,2.0,0,0,B,1810,0,1999,0,47.4088,-122.192
2014,8,1,4,2.5,3230,5899,2.0,0,0,B,3230,0,2012,0,47.515,-121.869
2014,5,0,3,1.5,2020,11358,1.0,0,0,C,1190,1,1956,0,47.6641,-122.185
2014,6,0,5,1.5,2520,5753,1.5,0,0,C,1510,1,1928,0,47.2058,-121.997
2014,8,0,3,2.0,1750,14400,1.0,0,0,C,1750,0,1951,0,47.4535,-122.361
2014,9,0,3,1.5,1280,974,3.0,0,0,B,1280,0,2003,0,47.7162,-122.293
2014,10,0,3,1.0,1160,8950,1.0,0,0,B,1160,0,1968,0,47.7499,-122.338
2014,8,1,3,1.0,1160,4360,1.0,0,0,C,1160,0,1929,0,47.6718,-122.291
2014,8,0,3,2.0,1560,16194,1.0,0,0,B,1560,0,1961,0,47.5966,-122.175
2014,8,1,3,2.5,2320,27637,1.5,0,0,B,2320,0,1974,0,47.587,-122.068
2014,10,1,4,0.0,2740,4912,1.0,0,0,C,1370,1,1937,0,47.6523,-122.412
2014,6,1,4,2.5,2050,2772,2.0,0,0,B,2050,0,2012,0,47.5421,-122.011
2014,9,1,3,2.5,2290,14374,2.0,0,0,B,2290,0,1983,2012,47.5886,-122.074
2014,8,0,1,1.0,860,4800,1.0,0,0,B,860,0,1907,0,47.6146,-122.299
2014,7,0,3,2.0,1110,7231,1.0,0,0,C,1110,0,1991,0,47.4036,-122.191
2014,11,0,4,2.5,1780,5822,2.0,0,0,B,1780,0,2001,0,47.4455,-122.169
2014,10,0,2,1.0,1150,9186,1.0,0,0,B,1150,0,1946,0,47.5081,-122.33
2014,6,0,3,1.5,1580,8184,1.0,0,0,B,1140,1,1954,0,47.4294,-122.331
2014,12,0,3,2.5,2720,8622,2.0,0,0,B,2720,0,2002,0,47.4954,-122.163
2014,10,0,2,1.0,860,5160,1.0,0,0,C,860,0,1909,0,47.6823,-122.388
2014,9,0,3,1.0,1250,8450,1.0,0,0,C,1250,0,1954,0,47.503,-122.364
2014,7,0,3,2.0,1590,27637,1.0,0,1,B,1590,0,1998,0,47.2241,-122.072
2014,5,0,2,1.0,700,2334,1.0,0,0,B,700,0,1945,0,47.701,-122.39
2014,8,1,4,2.5,2730,10753,2.0,0,0,B,2730,0,1991,0,47.5414,-122.133
2014,6,0,4,2.0,1850,6000,1.0,0,0,C,1270,1,1944,0,47.4923,-122.247
2014,12,0,3,2.0,1590,7931,1.0,0,0,B,1190,1,1979,0,47.3628,-122.05
2014,7,0,4,1.5,1460,8760,1.0,0,0,B,1460,0,1958,0,47.4698,-122.36
2014,9,1,4,2.0,1720,6413,1.0,0,0,C,860,1,1950,0,47.5734,-122.395
2014,7,0,3,2.0,1220,6404,1.0,0,0,B,1220,0,1994,0,47.3523,-122.059
2014,6,0,4,2.0,1240,3000,1.0,0,0,B,1040,1,1908,0,47.6076,-122.298
2014,7,0,3,2.5,1440,7320,1.0,0,0,A,1440,0,1954,0,47.7179,-122.316
2014,10,0,2,1.0,1020,6380,1.0,0,0,B,1020,0,1930,1973,47.6971,-122.317
2014,10,0,3,2.0,1460,7884,1.0,0,0,B,1460,0,1975,0,47.4457,-122.128
2014,7,1,2,1.0,1410,3600,1.5,0,0,C,1310,1,1925,0,47.6695,-122.338
2014,5,0,3,1.0,1080,8100,1.0,0,0,C,1080,0,1955,0,47.777,-122.307
2014,12,1,3,1.5,2400,10275,1.0,0,0,C,1540,1,1964,0,47.6888,-122.126
2014,5,0,3,1.0,1180,5002,1.5,0,0,B,1180,0,1946,0,47.7529,-122.324
2014,8,0,5,0.0,2010,3600,1.5,0,0,B,1510,1,1912,0,47.6522,-122.366
2014,7,1,4,1.0,1600,5500,1.5,0,0,C,1600,0,1946,0,47.6983,-122.393
2014,8,0,3,2.5,2990,27637,2.0,0,0,B,2990,0,1994,0,47.754,-121.942
2014,8,1,4,2.0,2710,9216,1.0,0,0,B,1440,1,1961,0,47.5523,-122.379
2014,12,0,3,1.0,980,7480,1.0,0,0,B,830,1,1948,0,47.5206,-122.363
2014,10,0,2,1.0,1270,3700,1.5,0,0,B,1270,0,1909,0,47.5949,-122.307
2014,12,0,4,2.0,1500,12560,1.0,-1,0,C,1000,1,1977,0,47.2918,-122.197
2014,10,1,4,3.5,4300,8406,2.0,0,1,B,3580,1,1987,0,47.5396,-122.214
2014,12,0,3,1.0,1340,10035,1.0,0,0,B,1340,0,1959,0,47.4916,-122.254
2014,11,0,4,2.0,1810,27637,1.0,0,0,C,1810,0,1973,0,47.5597,-121.85
2014,5,1,4,2.5,3190,11375,1.0,0,0,A,2210,1,1946,0,47.704,-122.3
2014,7,1,4,3.5,4370,18361,2.0,0,0,B,4370,0,2001,0,47.544,-121.872
2014,12,1,4,3.5,3470,7396,2.0,0,1,B,2520,1,1979,0,47.7146,-122.279
2014,11,0,4,2.5,2716,7850,2.0,0,0,B,2716,0,2014,0,47.352,-122.197
2014,10,0,4,1.0,1510,1501,1.5,0,0,B,1510,0,1906,0,47.6526,-122.342
2014,6,1,4,2.5,2400,7351,2.0,0,0,B,2400,0,1990,0,47.5707,-122.022
2014,6,0,4,2.0,1210,11100,1.0,0,0,C,1210,0,1955,0,47.5747,-122.145
2014,6,0,3,2.0,1670,7757,1.0,0,0,B,1670,0,1992,0,47.3802,-122.207
2014,10,1,4,2.5,2620,14126,1.0,0,1,C,1620,1,1941,0,47.6983,-122.397
2014,7,1,4,2.5,2510,27637,2.0,0,0,C,2510,0,1979,0,47.6153,-122.054
2014,6,0,4,2.0,1970,10500,1.0,0,0,B,1820,1,1961,0,47.479,-122.356
2014,5,1,3,2.5,1750,1572,2.5,0,0,B,1470,1,2005,0,47.6498,-122.321
2014,5,1,4,3.5,2330,9687,2.0,0,1,B,2330,0,1918,0,47.6264,-122.283
2014,8,0,4,3.0,2120,7650,2.0,0,0,B,2120,0,1964,0,47.6214,-122.14
2014,8,0,4,2.5,2280,3800,2.0,0,0,B,2280,0,2006,0,47.3586,-122.036
2014,6,1,4,2.0,2420,27637,1.0,0,0,C,1880,1,1981,0,47.6688,-122.024
2014,11,1,5,3.5,2860,20790,1.0,0,0,C,1800,1,1965,0,47.7757,-122.295
2014,10,0,4,2.0,2420,8400,1.0,0,0,A,1620,1,1964,0,47.5017,-122.165
2014,9,0,2,1.0,700,5940,1.0,0,0,B,700,0,1948,0,47.7289,-122.337
2014,9,1,3,2.0,1600,16530,1.0,0,0,A,1600,0,1967,0,47.5821,-122.016
2014,12,0,5,3.0,1690,4000,1.0,0,0,A,970,1,1943,0,47.5312,-122.354
2014,5,0,3,2.0,1770,6610,1.0,0,0,C,960,1,1954,0,47.7703,-122.343
2014,11,1,5,4.5,3970,4500,2.0,0,0,B,2860,1,2004,0,47.5402,-122.069
2014,5,0,4,2.5,1860,6687,1.0,0,0,C,1220,1,1983,0,47.4046,-122.186
2014,8,0,4,2.0,1550,27637,1.0,0,1,C,1550,0,1967,0,47.2194,-122.059
