month,Luxury,floors,bedrooms,bathrooms,basement,view,waterfront,condition,sqft_lot,sqft_living,sqft_above,yr_built,renovated,lat,long,dist_to_center,price
"[7.50, inf)",1,"[1.75, inf)","[4.50, inf)","[3.25, inf)",1,1,0,B,28.405474510766854,11.167422176979667,3.9030294736783437,"[1949.50, 1994.50)",0,47.6133,-122.106,0.1094794384348073,3.9460350267119937
"[4.50, 7.50)",0,"(-inf, 1.25)","(-inf, 2.50)","(-inf, 1.25)",0,0,0,B,22.4303708598404,9.049393997931366,3.710547991627614,"[1940.50, 1949.50)",0,47.7234,-122.333,0.17965748866034992,3.889280623593038
"[7.50, inf)",0,"(-inf, 1.25)","[3.50, 4.50)","[1.75, 2.75)",1,0,0,C,22.513421090035823,10.60686255081856,3.7608577543954698,"[1949.50, 1994.50)",0,47.7161,-122.17,0.13342450974731818,3.9263839740620794
"[7.50, inf)",0,"(-inf, 1.25)","[2.50, 3.50)","[1.75, 2.75)",0,0,0,A,24.80976237952244,9.224868253434266,3.7360424402991055,"[1949.50, 1994.50)",0,47.3463,-122.308,0.2613742163188365,3.895867821724253
"[4.50, 7.50)",1,"[1.75, inf)","[4.50, inf)","[3.25, inf)",0,0,0,B,23.17488636387353,11.631337051847392,4.023097268311626,"[1994.50, 2009.50)",0,47.6078,-122.01,0.20372001606878737,3.9506898782138444
"[4.50, 7.50)",1,"[1.75, inf)","[4.50, inf)","[3.25, inf)",0,0,0,B,20.66618723658438,11.246435354172881,3.9839520950026994,"[1949.50, 1994.50)",0,47.6748,-122.384,0.19104659688778966,3.9486146915249214
"[7.50, inf)",1,"[1.25, 1.75)","[2.50, 3.50)","(-inf, 1.25)",0,0,0,C,21.084216257577314,10.28779585417744,3.876046491147838,"(-inf, 1940.50)",0,47.6453,-122.302,0.10497171894403318,3.9543452026082764
"[4.50, 7.50)",0,"(-inf, 1.25)","[2.50, 3.50)","(-inf, 1.25)",0,1,0,A,23.728520776734143,9.274450824016974,3.7431153214500386,"[1949.50, 1994.50)",0,47.201,-121.999,0.4437363545198234,3.891599911968815
"[7.50, inf)",0,"[1.75, inf)","[2.50, 3.50)","[1.75, 2.75)",0,0,0,B,18.565618955565636,9.997966347518231,3.8401726326988914,"[1994.50, 2009.50)",0,47.6868,-122.042,0.1965428821149775,3.923257825824736
"[7.50, inf)",0,"[1.75, inf)","[2.50, 3.50)","[1.75, 2.75)",0,0,0,B,21.603128159936677,11.1736099404994,3.9762913545588843,"[1994.50, 2009.50)",0,47.35080000000001,-122.163,0.2441258404957447,3.920229110061132
"[4.50, 7.50)",1,"[1.75, inf)","[4.50, inf)","[2.75, 3.25)",0,0,0,B,21.037382171101463,11.154989994135148,3.974319278784185,"[2009.50, inf)",0,47.6067,-122.053,0.16081428144891394,3.9451015991157323
"[4.50, 7.50)",1,"[1.75, inf)","[2.50, 3.50)","[1.75, 2.75)",0,1,0,B,24.492506673876818,10.756631194355453,3.930780942028726,"[1949.50, 1994.50)",0,47.5818,-122.19800000000001,0.016914347214427743,3.9552547012519153
"[4.50, 7.50)",1,"[1.75, inf)","[3.50, 4.50)","[1.75, 2.75)",0,0,0,B,19.618765803502512,10.951876477934254,3.952446395982692,"[1994.50, 2009.50)",0,47.5521,-121.995,0.22115177132890784,3.9427848350281853
"[4.50, 7.50)",0,"[1.75, inf)","(-inf, 2.50)","[1.25, 1.75)",0,0,0,B,15.096374206598096,9.319574822123284,3.749502990706199,"[1949.50, 1994.50)",0,47.7094,-122.213,0.11963269648600086,3.8978390987779132
"[7.50, inf)",0,"(-inf, 1.25)","[2.50, 3.50)","(-inf, 1.25)",0,0,0,B,25.556344006842398,9.274450824016974,3.7431153214500386,"[1949.50, 1994.50)",0,47.6736,-122.167,0.09558553731486731,3.919174495729541
"[7.50, inf)",0,"(-inf, 1.25)","(-inf, 2.50)","[1.75, 2.75)",1,0,0,B,19.26896994135785,10.16881268167747,3.7587230933684137,"[1949.50, 1994.50)",0,47.73349999999999,-122.16,0.1531654128143546,3.9175294858619103
"[7.50, inf)",1,"[1.75, inf)","[3.50, 4.50)","[1.75, 2.75)",0,0,0,B,24.775064636252562,10.965613364030817,3.953946808569183,"[1949.50, 1994.50)",0,47.5815,-122.192,0.02249465979970744,3.9534754055041375
"[7.50, inf)",1,"(-inf, 1.25)","[2.50, 3.50)","[1.25, 1.75)",1,1,0,B,30.33926854000968,11.401395982021088,3.912775755742427,"[1949.50, 1994.50)",0,47.4476,-121.723,0.5101308630364417,3.930407152918386
"[4.50, 7.50)",1,"[1.75, inf)","[4.50, inf)","[1.75, 2.75)",0,0,0,B,27.23933924536981,11.616444999873297,4.02162359342045,"[1949.50, 1994.50)",0,47.29959999999999,-122.342,0.3175824867583028,3.9327290513633675
"[7.50, inf)",0,"[1.75, inf)","[2.50, 3.50)","[3.25, inf)",0,0,0,B,14.73167678443538,9.735336687321395,3.806226956629044,"[1994.50, 2009.50)",0,47.6935,-122.342,0.16559596401437995,3.9168489993482405
"[7.50, inf)",0,"[1.75, inf)","[2.50, 3.50)","[1.75, 2.75)",1,0,0,B,19.5010328342998,10.726020522818807,3.886232383143242,"[1994.50, 2009.50)",0,47.7515,-122.174,0.1663497822320448,3.921252195803426
"[7.50, inf)",0,"(-inf, 1.25)","[2.50, 3.50)","[1.25, 1.75)",0,0,0,B,23.28868256330236,9.489981544517281,3.773210234701651,"[1949.50, 1994.50)",0,47.4482,-122.269,0.152270273739886,3.891588643777573
"[7.50, inf)",0,"[1.75, inf)","[3.50, 4.50)","[1.75, 2.75)",0,0,0,B,22.754174318551055,11.11086961060784,3.969624454345946,"[1949.50, 1994.50)",0,47.4341,-122.16,0.16441679021508762,3.9227313061156552
"[4.50, 7.50)",0,"[1.75, inf)","[2.50, 3.50)","[1.75, 2.75)",0,0,0,B,22.179680223062544,9.785830561964023,3.8128632574840187,"[1949.50, 1994.50)",0,47.28869999999999,-122.351,0.33122126655839895,3.898221591175451
"[7.50, inf)",1,"[1.75, inf)","[3.50, 4.50)","[1.75, 2.75)",0,0,0,C,26.5268941316173,11.032932005769347,3.9612550577543053,"[1949.50, 1994.50)",0,47.7255,-122.101,0.17592476251057315,3.9387872344369534
"[4.50, 7.50)",1,"[1.75, inf)","[2.50, 3.50)","[2.75, 3.25)",0,0,0,B,24.292495429191366,10.786781063583756,3.9341684614516637,"[1949.50, 1994.50)",1,47.56510000000001,-122.223,0.0266472615643518,3.953315894281264
"[7.50, inf)",0,"[1.25, 1.75)","[3.50, 4.50)","[1.75, 2.75)",0,1,0,B,23.286161321648944,10.97925749590052,3.9554340235158416,"[1949.50, 1994.50)",0,47.19469999999999,-122.008,0.4450511705537128,3.9086362665723446
"[4.50, 7.50)",1,"[1.75, inf)","[2.50, 3.50)","[2.75, 3.25)",0,0,0,B,17.701680338253222,10.372524989657004,3.886232383143242,"(-inf, 1940.50)",1,47.663,-122.335,0.14236033614078294,3.945572153000343
"[7.50, inf)",0,"(-inf, 1.25)","(-inf, 2.50)","(-inf, 1.25)",0,0,0,B,21.998554151435048,8.835041340022102,3.678394052623198,"[1940.50, 1949.50)",1,47.547799999999995,-122.381,0.17323979363863348,3.9158027331460312
"[7.50, inf)",0,"[1.75, inf)","[2.50, 3.50)","[1.75, 2.75)",0,0,0,B,20.395367882615854,10.749022297727645,3.9299235846494724,"[2009.50, inf)",0,47.371,-122.01799999999999,0.2930069741085951,3.915553923699627
"[4.50, 7.50)",0,"[1.75, inf)","(-inf, 2.50)","[1.75, 2.75)",0,0,0,B,16.283825093606477,9.986772680218419,3.8387542842304705,"[1994.50, 2009.50)",0,47.6897,-122.175,0.10688541221205511,3.920218722861066
"[7.50, inf)",0,"[1.75, inf)","[4.50, inf)","[1.75, 2.75)",0,0,0,C,22.218562939732713,10.390868423562573,3.888420077729549,"[1949.50, 1994.50)",0,47.7162,-122.166,0.13485821859211333,3.923019518620414
"[7.50, inf)",1,"[1.75, inf)","[3.50, 4.50)","[1.75, 2.75)",0,0,0,B,21.010194891991326,11.019646195342748,3.9598185698449484,"[1994.50, 2009.50)",0,47.6076,-122.053,0.16091153446498582,3.9402724070491524
"[4.50, 7.50)",0,"(-inf, 1.25)","(-inf, 2.50)","(-inf, 1.25)",0,0,0,B,28.865689691190735,9.01222282627726,3.7050529981583473,"[1949.50, 1994.50)",0,47.2777,-122.252,0.31450474980172605,3.848496803247356
"[7.50, inf)",0,"(-inf, 1.25)","[2.50, 3.50)","[1.75, 2.75)",0,0,0,B,25.64627704521335,10.239095073188421,3.8701310721553446,"[1949.50, 1994.50)",0,47.3924,-122.192,0.19847298036986813,3.9116105932815066
"[7.50, inf)",1,"[1.75, inf)","[4.50, inf)","[3.25, inf)",0,0,0,B,23.327010756261714,11.824859390329543,4.041959179749733,"[2009.50, inf)",0,47.7325,-122.165,0.15056219598387963,3.954190648978069
"[4.50, 7.50)",0,"(-inf, 1.25)","[2.50, 3.50)","(-inf, 1.25)",0,0,0,C,23.435732319499024,9.322756877368526,3.749951678716601,"[1949.50, 1994.50)",0,47.459,-122.355,0.19309770072623178,3.904035242071156
"[7.50, inf)",0,"(-inf, 1.25)","(-inf, 2.50)","(-inf, 1.25)",0,0,0,B,21.992373229958734,8.72870203293611,3.662015482714956,"[1940.50, 1949.50)",0,47.747,-122.301,0.18022246681967544,3.899705475038708
"[7.50, inf)",1,"[1.75, inf)","[2.50, 3.50)","[1.75, 2.75)",0,0,0,B,24.126424512438483,10.631270556024896,3.9165282591527912,"[1949.50, 1994.50)",0,47.66850000000001,-122.137,0.10937427763903251,3.9449115766875615
"[4.50, 7.50)",1,"(-inf, 1.25)","[2.50, 3.50)","[1.75, 2.75)",1,1,0,A,23.010550733468584,10.372524989657004,3.804531713781818,"[1949.50, 1994.50)",0,47.4908,-122.225,0.09970180739630805,3.928558883812349
"[7.50, inf)",1,"(-inf, 1.25)","[4.50, inf)","[1.75, 2.75)",1,1,0,C,30.33926854000968,10.639340537540404,3.806226956629044,"[1940.50, 1949.50)",0,47.4558,-122.362,0.20042950895893186,3.9337779164498383
"[7.50, inf)",0,"[1.75, inf)","[3.50, 4.50)","[1.75, 2.75)",0,0,0,B,22.608019220369172,10.671297701384932,3.921108679348383,"[1949.50, 1994.50)",0,47.3432,-122.316,0.26724682005481115,3.9087801486297375
"[4.50, 7.50)",1,"(-inf, 1.25)","[2.50, 3.50)","[1.75, 2.75)",1,1,0,C,30.33926854000968,11.09808598422064,3.866487810993504,"[1949.50, 1994.50)",1,47.5799,-122.4,0.1873396922064387,3.9548541974359095
"[7.50, inf)",0,"[1.75, inf)","(-inf, 2.50)","[1.75, 2.75)",0,0,0,B,15.029096876818555,9.709581931785054,3.8028215375353187,"[1994.50, 2009.50)",0,47.6714,-122.392,0.19680806501144082,3.92680929507767
"[7.50, inf)",1,"[1.75, inf)","(-inf, 2.50)","[1.75, 2.75)",1,1,1,B,24.22448213400841,12.488657538795223,4.044962249872502,"[1994.50, 2009.50)",0,47.604200000000006,-122.112,0.10194713662851296,3.9896425880479955
"[7.50, inf)",1,"[1.25, 1.75)","[2.50, 3.50)","[2.75, 3.25)",1,0,0,B,25.515698497965364,11.136198261527873,3.8387542842304705,"[1940.50, 1949.50)",1,47.674,-122.196,0.08591531224060023,3.9506898782138444
"[7.50, inf)",0,"(-inf, 1.25)","(-inf, 2.50)","(-inf, 1.25)",0,0,0,B,24.33297537944942,9.173936739937796,3.7287175959012977,"[1949.50, 1994.50)",0,47.5687,-121.899,0.31462647295110624,3.889990603049586
"[4.50, 7.50)",1,"[1.75, inf)","[2.50, 3.50)","[1.75, 2.75)",0,0,0,B,22.621318749604903,10.65538313199932,3.919290876845253,"[1994.50, 2009.50)",0,47.536899999999996,-121.876,0.34104292353619986,3.9335362721357217
"[4.50, 7.50)",1,"[1.75, inf)","[3.50, 4.50)","[1.75, 2.75)",0,0,0,B,23.65028071349263,10.679207638821634,3.9220105339384816,"[1949.50, 1994.50)",0,47.726400000000005,-122.104,0.17473445218516473,3.938166349271572
"[4.50, 7.50)",1,"[1.25, 1.75)","[3.50, 4.50)","(-inf, 1.25)",1,0,0,C,18.019955311729216,10.127486087378063,3.773210234701651,"(-inf, 1940.50)",0,47.6743,-122.299,0.12064608873153002,3.932082683062861
"[4.50, 7.50)",0,"(-inf, 1.25)","[3.50, 4.50)","[1.75, 2.75)",1,0,0,B,23.4480429896141,10.335317508291643,3.756565612855153,"[1949.50, 1994.50)",0,47.3261,-122.26000000000002,0.2678375524975406,3.897954245142314
"[4.50, 7.50)",0,"(-inf, 1.25)","[3.50, 4.50)","[1.75, 2.75)",1,0,0,B,22.481332970157133,10.306942662538122,3.804531713781818,"[1949.50, 1994.50)",0,47.5033,-122.372,0.18106058307188636,3.9272376206765065
"[7.50, inf)",1,"[1.75, inf)","[3.50, 4.50)","[3.25, inf)",1,0,0,B,30.33926854000968,11.228471030970443,3.930780942028726,"[2009.50, inf)",0,47.5932,-122.159,0.054029502919029464,3.9534754055041375
"[7.50, inf)",1,"[1.75, inf)","[3.50, 4.50)","[3.25, inf)",0,0,0,B,24.227215941183864,11.611457153996183,4.021129291687311,"[1994.50, 2009.50)",0,47.5953,-122.039,0.17400832737393299,3.949083347754942
"[4.50, 7.50)",0,"[1.75, inf)","[2.50, 3.50)","(-inf, 1.25)",0,0,0,B,20.187081980199363,9.871121942324937,3.8239531738757444,"[1994.50, 2009.50)",0,47.7611,-122.233,0.17250529328325512,3.9152376861627523
"[4.50, 7.50)",1,"(-inf, 1.25)","[3.50, 4.50)","[1.75, 2.75)",1,0,0,A,20.470476371778414,10.344685526101777,3.7360424402991055,"(-inf, 1940.50)",0,47.6054,-122.314,0.10228135878484707,3.9288810116996604
"[7.50, inf)",0,"(-inf, 1.25)","[2.50, 3.50)","[1.75, 2.75)",0,0,0,B,26.90952241068257,9.785830561964023,3.8128632574840187,"[1949.50, 1994.50)",0,47.478,-122.358,0.1831394042654802,3.909973766932688
"[7.50, inf)",1,"(-inf, 1.25)","[3.50, 4.50)","[2.75, 3.25)",1,1,0,B,24.34050473529114,11.670535235097,3.894827872260467,"[1949.50, 1994.50)",0,47.6969,-122.384,0.20185553298107592,3.9506898782138444
"[4.50, 7.50)",1,"(-inf, 1.25)","[2.50, 3.50)","[1.75, 2.75)",0,0,0,C,30.33926854000968,10.381718047195715,3.887329549368871,"[1949.50, 1994.50)",0,47.647800000000004,-122.02900000000001,0.19285871851860562,3.932299600405639
"[7.50, inf)",0,"(-inf, 1.25)","[2.50, 3.50)","[1.75, 2.75)",1,0,0,B,22.33670886000117,10.404514858664093,3.8408778185515913,"[1949.50, 1994.50)",0,47.6039,-122.298,0.0862454606984609,3.9277393659648454
"[7.50, inf)",0,"(-inf, 1.25)","[3.50, 4.50)","[2.75, 3.25)",1,0,0,B,23.902963929612483,10.888876449072852,3.8028215375353187,"[1949.50, 1994.50)",0,47.4435,-122.279,0.16050125295702505,3.915565924967545
"[4.50, 7.50)",0,"[1.25, 1.75)","[2.50, 3.50)","[1.75, 2.75)",0,0,0,B,30.33926854000968,9.941339442004942,3.832971781067384,"[1994.50, 2009.50)",0,47.4855,-121.698,0.5253709558224972,3.9093500624869044
"[7.50, inf)",1,"[1.75, inf)","[4.50, inf)","[3.25, inf)",1,0,0,B,23.35139778509883,11.545499389285583,3.9561727480530493,"[1949.50, 1994.50)",1,47.669,-122.275,0.10065634179582934,3.962925247787083
"[4.50, 7.50)",0,"[1.75, inf)","[3.50, 4.50)","[1.75, 2.75)",0,0,0,B,20.206896561428064,10.598659584585514,3.912775755742427,"[1994.50, 2009.50)",0,47.3848,-122.1,0.23401412658975515,3.898411423761065
"[7.50, inf)",1,"[1.75, inf)","[3.50, 4.50)","[3.25, inf)",1,0,0,B,21.2392000013124,11.43430011540186,3.9455252983598066,"[2009.50, inf)",0,47.66850000000001,-122.332,0.1427543231068122,3.9633194865701813
"[7.50, inf)",1,"(-inf, 1.25)","[2.50, 3.50)","[1.75, 2.75)",1,0,0,A,20.66618723658438,10.306942662538122,3.7159027994509755,"[1949.50, 1994.50)",0,47.5789,-122.393,0.18040726097496879,3.936666936836701
"[7.50, inf)",1,"[1.75, inf)","[3.50, 4.50)","[1.75, 2.75)",0,0,0,B,23.211340472799723,10.809099651175684,3.9366661338080418,"[2009.50, inf)",0,47.5127,-122.169,0.08870383505915413,3.9369789095316627
"[7.50, inf)",0,"(-inf, 1.25)","[3.50, 4.50)","[1.75, 2.75)",1,0,0,C,23.190900292091413,10.531787918172197,3.7810400560184454,"[1949.50, 1994.50)",0,47.30449999999999,-122.378,0.32958874523034953,3.904035242071156
"[4.50, 7.50)",1,"(-inf, 1.25)","[2.50, 3.50)","[1.75, 2.75)",1,1,0,A,18.975311160246495,10.687086357932385,3.7671291440884866,"[1949.50, 1994.50)",0,47.54,-122.267,0.07349418932509388,3.933012161359651
"[7.50, inf)",0,"(-inf, 1.25)","(-inf, 2.50)","(-inf, 1.25)",0,1,0,C,28.264401163577503,9.748085354413838,3.80790750328147,"[1940.50, 1949.50)",0,47.39849999999999,-122.321,0.21969160804389895,3.9073898589292773
"[4.50, 7.50)",1,"(-inf, 1.25)","[3.50, 4.50)","[1.75, 2.75)",1,1,0,B,24.378560258471982,10.749022297727645,3.8537954362084315,"[1949.50, 1994.50)",0,47.4871,-122.36,0.179368348921711,3.944623857516826
"[4.50, 7.50)",0,"(-inf, 1.25)","[2.50, 3.50)","[1.75, 2.75)",1,0,0,B,22.996060579424835,10.03116473330868,3.795826554428269,"[1949.50, 1994.50)",0,47.4224,-122.159,0.1758386394509693,3.9030424997057436
"[7.50, inf)",1,"(-inf, 1.25)","[3.50, 4.50)","[2.75, 3.25)",1,1,0,B,24.723955160619376,11.246435354172881,3.881775832997805,"[1949.50, 1994.50)",0,47.3733,-122.42199999999998,0.30095249744524355,3.9319372474676904
"[4.50, 7.50)",0,"(-inf, 1.25)","(-inf, 2.50)","(-inf, 1.25)",0,0,0,B,30.33926854000968,9.415800971761767,3.762970034316012,"[1949.50, 1994.50)",0,47.4492,-122.2,0.14115987274156616,3.863334610801256
"[4.50, 7.50)",0,"(-inf, 1.25)","[2.50, 3.50)","[1.75, 2.75)",0,0,0,C,23.992457671720764,10.095905870194425,3.8524770232709824,"[1949.50, 1994.50)",0,47.4825,-122.164,0.11789605833608001,3.901502484143347
"[4.50, 7.50)",0,"[1.75, inf)","[3.50, 4.50)","[3.25, inf)",1,0,0,B,24.095832774473866,11.362330769496426,3.9324830083772855,"[1949.50, 1994.50)",0,47.3047,-122.347,0.31502497622588,3.920436194486481
"[7.50, inf)",0,"(-inf, 1.25)","[4.50, inf)","[1.75, 2.75)",1,0,0,C,25.470258181940522,10.623167751423114,3.7587230933684137,"[1949.50, 1994.50)",0,47.3887,-122.28599999999999,0.21393622109322408,3.8993467799961836
"[4.50, 7.50)",1,"[1.25, 1.75)","[2.50, 3.50)","[1.25, 1.75)",0,0,0,B,20.66618723658438,10.573845721660371,3.909907902084984,"(-inf, 1940.50)",0,47.6404,-122.408,0.20154338929693172,3.951611749223063
"[4.50, 7.50)",0,"(-inf, 1.25)","[2.50, 3.50)","[1.75, 2.75)",1,0,0,C,24.13862210042542,9.871121942324937,3.771203694642563,"[1949.50, 1994.50)",0,47.7626,-122.29700000000001,0.1921991665854945,3.920332809001232
"[4.50, 7.50)",0,"[1.75, inf)","(-inf, 2.50)","[1.75, 2.75)",0,0,0,B,18.503890374067982,9.84713628710799,3.8208495552530586,"[1994.50, 2009.50)",0,47.349,-122.021,0.3078998657156333,3.8960695104428544
"[4.50, 7.50)",1,"(-inf, 1.25)","(-inf, 2.50)","(-inf, 1.25)",0,0,0,C,19.132265976349565,9.01222282627726,3.7050529981583473,"(-inf, 1940.50)",0,47.6341,-122.361,0.1545735063631899,3.936033417159843
"[4.50, 7.50)",1,"(-inf, 1.25)","(-inf, 2.50)","[1.75, 2.75)",0,0,0,B,21.782459989783472,10.27815196394582,3.8748786436752143,"[1994.50, 2009.50)",0,47.7108,-122.031,0.21850382223561657,3.9343233923821437
"[4.50, 7.50)",0,"(-inf, 1.25)","(-inf, 2.50)","(-inf, 1.25)",1,0,0,B,18.37827793997869,9.274450824016974,3.6906558431625,"(-inf, 1940.50)",0,47.6725,-122.329,0.14254536195660958,3.9268135633718044
"[7.50, inf)",0,"(-inf, 1.25)","[2.50, 3.50)","(-inf, 1.25)",0,0,0,B,25.18361675444596,10.199243511658299,3.8652571471526995,"[1949.50, 1994.50)",0,47.3887,-122.21999999999998,0.2011919299410545,3.8997146282900608
"[7.50, inf)",0,"(-inf, 1.25)","[3.50, 4.50)","[1.75, 2.75)",1,0,0,B,21.850063802577818,10.471367073107475,3.797598951164356,"[1949.50, 1994.50)",0,47.5392,-122.278,0.08241611450221592,3.9137122160500017
"[4.50, 7.50)",0,"(-inf, 1.25)","[2.50, 3.50)","[1.75, 2.75)",0,0,0,B,22.668689964065244,9.7733311514143,3.811225429782351,"[1949.50, 1994.50)",0,47.427,-122.147,0.1756094987387761,3.893780940468194
"[7.50, inf)",0,"(-inf, 1.25)","(-inf, 2.50)","(-inf, 1.25)",0,0,0,C,21.73187008518678,10.074564153025879,3.8498118528289393,"[1940.50, 1949.50)",0,47.7152,-122.282,0.14319690280346922,3.921752439265729
"[7.50, inf)",1,"[1.75, inf)","[3.50, 4.50)","[1.75, 2.75)",0,0,0,C,21.039190271262278,11.129895601758662,3.9716527948909994,"(-inf, 1940.50)",0,47.6235,-122.309,0.10182923200608104,3.962041318476726
"[4.50, 7.50)",0,"(-inf, 1.25)","(-inf, 2.50)","(-inf, 1.25)",0,0,0,B,19.61414943198471,9.191068521127088,3.7311882197600994,"[1940.50, 1949.50)",0,47.5311,-122.382,0.17896866828115876,3.911676930066445
"[4.50, 7.50)",0,"[1.75, inf)","[4.50, inf)","[1.75, 2.75)",0,0,0,B,21.0913891238179,10.344685526101777,3.8829003070808508,"[1949.50, 1994.50)",0,47.3191,-122.177,0.2730404273524451,3.9032097915868205
"[7.50, inf)",0,"[1.75, inf)","[2.50, 3.50)","[1.75, 2.75)",0,0,0,B,15.554622095980413,9.72250261373509,3.804531713781818,"[1994.50, 2009.50)",0,47.7326,-122.343,0.19318873516037038,3.9086362665723446
"[4.50, 7.50)",1,"[1.75, inf)","[3.50, 4.50)","[1.75, 2.75)",0,0,0,B,22.947744150340686,10.687086357932385,3.9229077498026927,"[1994.50, 2009.50)",0,47.73,-122.315,0.1734515984784633,3.935517146559255
"[4.50, 7.50)",0,"[1.75, inf)","[2.50, 3.50)","[1.75, 2.75)",0,0,0,B,20.661372948467324,10.608499094075318,3.9139099452238075,"[2009.50, inf)",0,47.2595,-122.202,0.33044782234503817,3.9107232845589945
"[4.50, 7.50)",1,"(-inf, 1.25)","[3.50, 4.50)","[2.75, 3.25)",1,1,0,A,30.33926854000968,11.09808598422064,3.8192786589117422,"[1949.50, 1994.50)",0,47.6164,-122.104,0.11212912818299346,3.9560385155991233
"[4.50, 7.50)",1,"[1.75, inf)","[4.50, inf)","[1.75, 2.75)",0,0,0,B,22.40654322410883,10.910095901787303,3.9478637844073616,"[1994.50, 2009.50)",0,47.6827,-122.038,0.19807475710660677,3.937745335531635
"[4.50, 7.50)",0,"(-inf, 1.25)","[2.50, 3.50)","[1.75, 2.75)",0,0,0,C,25.415796272144846,10.27815196394582,3.8748786436752143,"[1949.50, 1994.50)",0,47.3358,-122.32,0.27561831674858583,3.9085641122544392
"[7.50, inf)",0,"(-inf, 1.25)","(-inf, 2.50)","(-inf, 1.25)",0,0,0,B,20.058208294054207,8.3395382925798,3.599535342756119,"(-inf, 1940.50)",0,47.48649999999999,-122.197,0.10448731474234138,3.862001873555235
"[4.50, 7.50)",0,"[1.75, inf)","[3.50, 4.50)","[1.75, 2.75)",0,0,0,B,20.717932945375377,11.123573358439199,3.9709794271208825,"[1994.50, 2009.50)",0,47.3601,-122.035,0.2905214842798673,3.9175294858619103
"[4.50, 7.50)",1,"(-inf, 1.25)","[3.50, 4.50)","[1.75, 2.75)",1,0,0,A,26.287214980713443,10.756631194355453,3.8498118528289393,"[1949.50, 1994.50)",0,47.6202,-122.138,0.08086535718919854,3.93849314342807
"[4.50, 7.50)",1,"[1.25, 1.75)","[2.50, 3.50)","[1.75, 2.75)",1,1,0,A,19.61414943198471,10.679207638821634,3.8285159483373703,"(-inf, 1940.50)",0,47.6732,-122.29,0.11358821735539458,3.940494583750893
"[4.50, 7.50)",0,"[1.75, inf)","[3.50, 4.50)","[1.75, 2.75)",0,0,0,B,20.4495430257959,10.158562799653085,3.8602505672920353,"[1994.50, 2009.50)",0,47.7608,-122.232,0.17209360041963762,3.9207955997215755
"[4.50, 7.50)",0,"[1.75, inf)","[2.50, 3.50)","[1.75, 2.75)",0,0,0,B,27.207909561979676,9.964189384144488,3.835885160122918,"[1949.50, 1994.50)",0,47.4716,-121.756,0.47195309363535115,3.9158027331460312
"[7.50, inf)",1,"[1.25, 1.75)","(-inf, 2.50)","(-inf, 1.25)",0,1,0,C,20.66618723658438,9.952798153656392,3.834434080432915,"[1940.50, 1949.50)",0,47.7006,-122.386,0.20552480765003708,3.9428360667212963
"[7.50, inf)",1,"[1.75, inf)","[3.50, 4.50)","[1.75, 2.75)",0,0,0,C,25.285478353416085,10.992810170063857,3.9569082519795877,"[1949.50, 1994.50)",0,47.6285,-122.05800000000002,0.1596888663791273,3.9402166071984515
"[4.50, 7.50)",0,"[1.75, inf)","[2.50, 3.50)","[1.75, 2.75)",0,0,0,B,26.139470211959395,10.297392594317314,3.877206898503708,"[1949.50, 1994.50)",0,47.7277,-121.962,0.286332748116962,3.91863480949065
"[4.50, 7.50)",0,"(-inf, 1.25)","[3.50, 4.50)","[2.75, 3.25)",0,0,0,C,23.724984497733836,10.42705125112462,3.8927172594189257,"[1949.50, 1994.50)",0,47.282,-122.303,0.3206790811408251,3.9067124520396406
"[7.50, inf)",0,"(-inf, 1.25)","[3.50, 4.50)","[2.75, 3.25)",1,0,0,C,21.039190271262278,10.229207992172096,3.777163703351903,"[1949.50, 1994.50)",0,47.52040000000001,-122.20500000000001,0.06981803773353006,3.9222454132550237
"[7.50, inf)",0,"(-inf, 1.25)","[2.50, 3.50)","[1.75, 2.75)",0,0,0,A,27.482982914416308,10.229207992172096,3.868924675106594,"[1949.50, 1994.50)",0,47.4703,-122.112,0.15638848950233053,3.9093500624869044
"[7.50, inf)",0,"(-inf, 1.25)","(-inf, 2.50)","[1.75, 2.75)",0,0,0,B,25.238506141634204,9.400609000397337,3.7608577543954698,"[1940.50, 1949.50)",0,47.5277,-122.031,0.19221697788854816,3.9268135633718044
"[4.50, 7.50)",1,"(-inf, 1.25)","[3.50, 4.50)","[2.75, 3.25)",1,0,0,C,27.17598600479191,10.531787918172197,3.7810400560184454,"[1949.50, 1994.50)",0,47.6915,-122.18299999999999,0.10604132865335798,3.936161158682506
"[4.50, 7.50)",1,"(-inf, 1.25)","[4.50, inf)","[2.75, 3.25)",1,1,0,C,23.760262257439695,10.816484363542664,3.8401726326988914,"[1949.50, 1994.50)",0,47.6389,-122.098,0.12498282168169614,3.941340405419759
"[4.50, 7.50)",0,"[1.75, inf)","[3.50, 4.50)","[1.75, 2.75)",1,0,0,B,23.194737745139893,11.281897433409721,3.9455252983598066,"[1994.50, 2009.50)",0,47.495,-122.155,0.11106580747523633,3.9232102992182365
"[7.50, inf)",0,"[1.75, inf)","[3.50, 4.50)","[3.25, inf)",0,0,0,B,21.18562930846079,10.944972839212472,3.951691173216856,"[1994.50, 2009.50)",0,47.3537,-122.01799999999999,0.30614004392649563,3.914596319753524
